status	class	action	path
??	policy_operational_stock_exception	commit_code_tests_docs	core/ops/operational_stock_integration_gates.py
??	policy_operational_stock_exception	commit_code_tests_docs	core/ops/policy_materialization_c3.py
??	policy_operational_stock_exception	commit_code_tests_docs	core/ops/policy_registry_c3.py
??	policy_operational_stock_exception	commit_code_tests_docs	core/ops/stock_anchor_20pct.py
??	inventory_po_economics	commit_code_tests_docs	core/po/receipt_corrections.py
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/2026-05-14_db_order_entry_owner_request_agent807/807_AGENT_807__DB_ORDER_ENTRY_OWNER_REQUEST_PACKET_PREP.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/2026-05-14_db_order_entry_owner_request_agent808/808_AGENT_808__CLEAN_DB_ORDER_ENTRY_OWNER_REQUEST_PACKET_REFRESH.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/00_ORCHESTRATOR_HANDOFF.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/01_AGENT_781__C3_COPIED_TEMP_REMATERIALIZATION__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/02_AGENT_782__ADS_SOURCE_FRESHNESS_PACKET__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/03_AGENT_783__STOCK_ORDER_SOURCE_TRUTH__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/04_AGENT_784__CASHFLOW_PUBLICATION_PROOF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/05_AGENT_785__PO_INBOUND_SUPPLIER_TRUTH__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/06_AGENT_786__EXCEPTION_QUEUE_RESOLUTION_OPTIONS__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ACCEPTED_BOUNDARY_PROOF_WAVE_20260512_194357_STARTERS/07_AGENT_787__WARNING_COHORT_LEAKAGE_PROOF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_STARTERS_20260511_113319/01_AGENT_757__WEB_ADS_SOURCE_PACKET_BUILDER__SEQUENTIAL.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_STARTERS_20260511_113319/02_AGENT_758__AB_COPIED_TEMP_ADAPTER_REPLAY__AFTER_757_GREEN.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_STARTERS_20260511_113319/STARTER_INDEX.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/ADS_SOURCE_PACKET_LIVE_READONLY_PROOF_STARTERS_20260511_113319/STARTER_PACK_MANIFEST.json
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_STARTERS_20260513_192243/01_AGENT_793__BOUNDARY_REANCHOR__SEQUENTIAL.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_STARTERS_20260513_192243/02_AGENT_794__ORDER_ENTRY_SOURCE_PACKET__AFTER_793.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_STARTERS_20260513_192243/03_AGENT_795__ADS_SOURCE_PACKET__AFTER_793.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_STARTERS_20260513_192243/04_AGENT_796__PO_INBOUND_SOURCE_PACKET__AFTER_793.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_STARTERS_20260513_192243/05_AGENT_797__CASHFLOW_COST_BANK_PACKET__AFTER_793.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_STARTERS_20260513_192243/06_AGENT_798__EXCEPTION_OWNER_SOURCE_PACKET__AFTER_793.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_3_SOURCE_TRUTH_WAVE_STARTERS_20260513_192243/07_AGENT_799__SYNTHESIS_AND_NEXT_APPLY_PLAN__AFTER_794_795_796_797_798.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_4_NEXT_SOURCE_TRUTH_WAVE_STARTERS_20260513_213825/01_AGENT_800__ORDER_ENTRY_COPIED_TEMP_REPLAY__AFTER_799.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/AUTONOMOUS_PHASE0_4_NEXT_SOURCE_TRUTH_WAVE_STARTERS_20260513_213825/02_AGENT_801__ADS_READONLY_CURRENT_PACKET__AFTER_799.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/CODECAPTAIN_STOREB_READINESS_PACKET_PATCH_20260514_STARTERS/01_AGENT_802__STOREB_EVIDENCE_BOUNDARY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/CODECAPTAIN_STOREB_READINESS_PACKET_PATCH_20260514_STARTERS/02_AGENT_803__PREFLIGHT_COMMAND_BOUNDARY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/CODECAPTAIN_STOREB_READINESS_PACKET_PATCH_20260514_STARTERS/03_AGENT_801__READINESS_PACKET_PATCH__AFTER_802_803.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/CODECAPTAIN_STOREB_READINESS_PACKET_PATCH_20260514_STARTERS/README.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_BOUNDARY_C3_WAVE_STARTERS_20260512_131702/01_AGENT_775__BOUNDARY_FREEZE_DRIFT_FORENSICS__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_BOUNDARY_C3_WAVE_STARTERS_20260512_131702/02_AGENT_776__C3_SOURCE_POLICY_REPLAY_FEASIBILITY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_BOUNDARY_C3_WAVE_STARTERS_20260512_131702/03_AGENT_777__NON_ADS_PUBLICATION_BLOCKER_MAP__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_BOUNDARY_C3_WAVE_STARTERS_20260512_131702/04_AGENT_778__SYNTHESIS_AFTER_775_776_777__AFTER_775_776_777.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_BOUNDARY_C3_WAVE_STARTERS_20260512_131702/README.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_QUIET_STABILIZATION_20260512_191139_STARTERS/00_ORCHESTRATOR_HANDOFF.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_QUIET_STABILIZATION_20260512_191139_STARTERS/01_AGENT_779__CURRENT_BOUNDARY_FREEZE_AND_DRIFT_FORENSICS__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/FIXED_EXECUTION_QUIET_STABILIZATION_20260512_191139_STARTERS/02_AGENT_780__AUTOMATION_QUIET_WINDOW_AUDIT__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/STOREB_LIVE_READONLY_CAPTURE_STARTERS_20260511_170852/01_AGENT_772__STOREB_LIVE_READONLY_CAPTURE_AND_COPIED_TEMP_REPLAY__ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/STOREB_LIVE_READONLY_CAPTURE_STARTERS_20260511_170852/STARTER_INDEX.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/STOREB_LIVE_READONLY_CAPTURE_STARTERS_20260511_170852/STARTER_PACK_MANIFEST.json
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/STOREB_MAPPING_REPAIR_PROOF_STARTERS_20260511_195224/01_AGENT_773__STOREB_MAPPING_REPAIR_PROOF__ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/STOREB_MAPPING_REPAIR_PROOF_STARTERS_20260511_195224/STARTER_INDEX.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/STOREB_MAPPING_REPAIR_PROOF_STARTERS_20260511_195224/STARTER_PACK_MANIFEST.json
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/00_ORCHESTRATOR_HANDOFF.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/01_AGENT_818__DAILY_SURVIVAL_BRIEF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/02_AGENT_819__ADS_COPIED_TEMP_ADOPTION_PROOF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/03_AGENT_820__WEBUI_LIFECYCLE_STATUS_COPY_PROOF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/04_AGENT_821__SALES_FACT_STRICT_BLOCKERS__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/05_AGENT_822__CASHFLOW_SOURCE_COST_PACKET__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/06_AGENT_823__PO_INBOUND_DECISION_PROOF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/07_AGENT_824__EXCEPTION_QUEUE_COPY_PROOF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/08_AGENT_825__BOUNDARY_RELEASE_ANCHOR_MONITOR__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/09_AGENT_826__STOCK_LEDGER_HARDENING__SERIAL_IMPL_SLOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_EXECUTION_WAVE_20260515_STARTERS/10_AGENT_827__MVOS_COMMAND_BOARD_WRITER__AFTER_818_826.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_FASTTRACK_STARTERS_20260511_141731/01_AGENT_759__DAILY_SURVIVAL_BRIEF_WRITER__AFTER_760_761_762_763.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_FASTTRACK_STARTERS_20260511_141731/02_AGENT_760__CASH_RISK_READONLY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_FASTTRACK_STARTERS_20260511_141731/03_AGENT_761__STOCK_ORDER_RISK_READONLY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_FASTTRACK_STARTERS_20260511_141731/04_AGENT_762__ADS_WARNING_STATUS_READONLY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_FASTTRACK_STARTERS_20260511_141731/05_AGENT_763__SOURCE_PUBLICATION_BOUNDARY_READONLY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_FASTTRACK_STARTERS_20260511_141731/06_AGENT_764__SCHEDULER_DESIGN_READONLY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_FASTTRACK_STARTERS_20260511_141731/STARTER_PACK_MANIFEST.json
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_STOREB_ADS_READONLY_SOURCE_PROOF_STARTERS_20260511_155605/01_AGENT_771__STOREB_ADS_READONLY_SOURCE_PACKET_AND_COPIED_TEMP_REPLAY__ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_STOREB_ADS_READONLY_SOURCE_PROOF_STARTERS_20260511_155605/STARTER_INDEX.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_STOREB_ADS_READONLY_SOURCE_PROOF_STARTERS_20260511_155605/STARTER_PACK_MANIFEST.json
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_PHASE_C_PLUS_PREP_STARTERS_20260511_154019/01_AGENT_765__OPERATING_REHEARSAL_REVIEW_ONLY__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_PHASE_C_PLUS_PREP_STARTERS_20260511_154019/02_AGENT_766__OWNER_PUBLICATION_READINESS_DELTA__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_PHASE_C_PLUS_PREP_STARTERS_20260511_154019/03_AGENT_767__STOREB_ADS_SOURCE_GAP_PROOF_PLAN__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_PHASE_C_PLUS_PREP_STARTERS_20260511_154019/04_AGENT_768__SCHEDULER_DRY_RUN_CONTRACT_STATIC__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_PHASE_C_PLUS_PREP_STARTERS_20260511_154019/05_AGENT_769__PRODUCTION_PREP_PACKET_DESIGN__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_PHASE_C_PLUS_PREP_STARTERS_20260511_154019/06_AGENT_770__PHASE_C_PLUS_SYNTHESIS_WRITER__AFTER_765_766_767_768_769.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_PHASE_C_PLUS_PREP_STARTERS_20260511_154019/STARTER_PACK_MANIFEST.json
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/00_ORCHESTRATOR_HANDOFF.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/01_AGENT_828__CURRENT_BOUNDARY_REANCHOR__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/02_AGENT_829__CASHFLOW_COST_SOURCE_DECISION__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/03_AGENT_830__PO_INBOUND_SOURCE_DECISION__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/04_AGENT_831__SALES_FACT_IDENTITY_BLOCKERS__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/05_AGENT_832__ADS_STOREB_MAPPING_SOURCE_DECISION__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/06_AGENT_833__LIFECYCLE_STATUS_ROUTE_DECISION__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/07_AGENT_834__EXCEPTION_QUEUE_REANCHOR_COPY_PROOF__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_DECISION_WAVE_20260515_STARTERS/08_AGENT_835__SOURCE_DECISION_SYNTHESIS_PACKET__AFTER_828_834.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_FACT_IMPLEMENTATION_20260515_STARTERS/00_ORCHESTRATOR_HANDOFF.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_FACT_IMPLEMENTATION_20260515_STARTERS/01_AGENT_836__CASHFLOW_COMPACT_SKU_BANK__PARALLEL_ROOT.md
??	agent_handoff_docs	commit_as_traceable_plan_surface	docs/agent_handoffs/MVOS_SOURCE_FACT_IMPLEMENTATION_20260515_STARTERS/02_AGENT_837__STOREB_ADS_SOURCE_MAPPING__PARALLEL_ROOT.md
