path	size_bytes	size_mib	class	evidence_hint
exports/validation/mvos_owner_clarification_repair_wave/20260518_135603/ads_materializer_owner_confirmed_9_apply_clean_copy/backups/app_2026-05-18_140149.db	256385024	244.5	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_owner_qa_repair_wave/20260517_2223/agent880_synthesis_copied_temp_board_proof/ads_materializer_agent876_sources/backups/app_2026-05-17_225928.db	256385024	244.5	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent882_c3_source_freshness_bridge/backups/agent882_current_boundary_copy_before_agent8_c3_policy_materialization_20260518_092628.db	256385024	244.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent882_c3_source_freshness_bridge/backups/agent882_current_boundary_copy_before_copied_temp_source_freshness_bridge_20260518_092609.db	256385024	244.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent886_successor_copied_temp_board_proof/ads_materializer_agent876_sources/backups/app_2026-05-18_094829.db	256385024	244.5	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_agent846_yellow_repair_wave/20260517_143308/agent859_synthesis_copied_temp_rerun/backups/agent859_copied_temp_mvos_20260517_before_agent8_c3_policy_materialization_20260517_145935.db	256376832	244.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_agent846_post_codecaptain_webui/20260517_101248/agent846_full_copied_temp_mvos_proof/backups/agent846_copied_temp_mvos_20260517_before_agent8_c3_policy_materialization_20260517_102132.db	256368640	244.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent819_ads_copied_temp_adoption/replay/apply_storeb_20260515/backups/app_2026-05-15_112155.db	256241664	244.4	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_execution_wave/20260515_111124/agent819_ads_copied_temp_adoption/replay/apply_storeb_20260512_20260514/backups/app_2026-05-15_112153.db	256237568	244.4	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_execution_wave/20260515_111124/agent819_ads_copied_temp_adoption/replay/apply_acmewear_20260512_20260515/backups/app_2026-05-15_112152.db	256225280	244.4	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_execution_wave/20260515_111124/agent822_cashflow_source_cost_packet/backups/copied_temp_app_before_agent8_c3_policy_materialization_20260515_112143.db	256225280	244.4	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_source_decision_wave/20260515_134601/agent829_cashflow_cost_source_decision/source_freshness/backups/current_boundary_app_copy_before_agent8_c3_policy_materialization_20260515_135215.db	256225280	244.4	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/frozen_window_option1_2_combined_copy_proof/20260514_113412/combined_copy/ads_materializer_apply/backups/app_2026-05-14_113758.db	256131072	244.3	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/storeb_owner_mapping_replay/20260512_100358/adapter_apply/backups/app_2026-05-12_101058.db	255139840	243.3	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/storeb_owner_mapping_replay/20260512_100358/adapter_apply/backups/app_2026-05-12_101428.db	255139840	243.3	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/storeb_owner_mapping_replay/20260512_100358/adapter_apply/backups/app_2026-05-12_100630.db	255135744	243.3	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/storeb_mapping_repair_proof/20260511_195224/agent773_replay/adapter_apply/backups/app_2026-05-11_200604.db	255102976	243.3	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/storeb_live_readonly_capture/20260511_170852/agent772_replay/adapter_apply/backups/app_2026-05-11_173933.db	255090688	243.3	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/ads_source_packet_live_readonly_proof/20260511_113319/agent758_replay/adapter_apply/backups/app_2026-05-11_120354.db	255066112	243.2	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/source_truth_blocker_wave2_agent12/ads/backups/app_2026-05-05_093358.db	249937920	238.4	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/source_truth_blocker_wave2_agent12/ads/backups/app_2026-05-05_093122.db	249499648	237.9	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/source_truth_blocker_wave2_agent12/po_inbound/backups/app_2026-05-05_093115.db	249389056	237.8	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/source_truth_blocker_wave2_agent13/po_inbound/backups/app_2026-05-05_094139.db	249389056	237.8	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/source_truth_blocker_wave2_agent12/lifecycle/backups/app_2026-05-05_093053.db	249376768	237.8	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/source_truth_blocker_wave2_agent13/lifecycle/backups/app_2026-05-05_094112.db	249376768	237.8	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_option1_next_repair_wave/agent910_copied_temp_contract_proof/copied_temp/agent910_contract_proof_copy.db	258490368	246.5	CANDIDATE_COPIED_TEMP_DB	nearby_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent820_webui_lifecycle_status_copy_proof/copied_db/app_copy.db	257089536	245.2	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/post_order_entry_next_phase_proof_wave/20260515_0920/agent813_copied_temp_downstream_replay/app_copy.db	256978944	245.1	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/post_order_entry_next_phase_proof_wave/20260515_0920/agent813_copied_temp_downstream_replay/app_copy_after_unsafe_stock_ledger_apply.db	256978944	245.1	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent826_stock_ledger_hardening/app_copy.db	256974848	245.1	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_phase40_copied_db_validator_baseline/20260522_061104/app_phase40_copy.db	256561152	244.7	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent886_successor_copied_temp_board_proof/agent886_current_boundary_copy.db	256487424	244.6	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_owner_qa_repair_wave/20260517_2223/agent880_synthesis_copied_temp_board_proof/agent880_current_boundary_copy.db	256454656	244.6	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_agent846_yellow_repair_wave/20260517_143308/agent859_synthesis_copied_temp_rerun/agent859_copied_temp_mvos_20260517.db	256450560	244.6	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_agent846_post_codecaptain_webui/20260517_101248/agent846_full_copied_temp_mvos_proof/agent846_copied_temp_mvos_20260517.db	256413696	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent882_c3_source_freshness_bridge/agent882_current_boundary_copy.db	256401408	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_owner_clarification_repair_wave/20260518_135603/owner_clarification_current_boundary_copy.db	256393216	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_owner_clarification_repair_wave/20260518_135603/owner_clarification_clean_boundary_copy.db	256389120	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_freeze_to_codecaptain_wave/20260517_183241/agent867_synthesis_codecaptain_packet/agent867_current_boundary_validation_copy.db	256385024	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_post_codecaptain_source_contract_addition_wave/20260517_210554/agent872_po_day_complete_scope/agent872_current_boundary_copy.db	256385024	244.5	CANDIDATE_COPIED_TEMP_DB	nearby_evidence
exports/validation/mvos_post_codecaptain_source_contract_addition_wave/20260517_210554/agent873_cogs_childsum_route/agent873_validation_copy.db	256385024	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_post_codecaptain_source_contract_addition_wave/20260517_210554/agent874_synthesis_copied_temp_proof/agent874_boundary_decision_copy.db	256385024	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_source_fact_implementation/20260515_174424/agent841_current_16c2_partial_copied_temp_proof/current_16c2_partial_copy.db	256339968	244.5	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_source_decision_wave/20260515_134601/agent834_exception_queue_reanchor_copy_proof/copied_current_app.db	256266240	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_source_decision_wave/20260515_134601/agent834_exception_queue_reanchor_copy_proof/final_current_2166/copied_current_app.db	256266240	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent822_cashflow_source_cost_packet/copied_temp_app.db	256253952	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_source_decision_wave/20260515_134601/agent829_cashflow_cost_source_decision/db_copy/current_boundary_app_copy.db	256253952	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent819_ads_copied_temp_adoption/copied_db/app_copy.db	256241664	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent824_exception_queue_copy_proof/copied_temp_app.db	256241664	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_source_decision_wave/20260515_134601/agent831_sales_fact_identity_blockers/app_agent831_source_decision_copy.db	256229376	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent821_sales_fact_strict_blockers/app_copy.db	256225280	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/mvos_execution_wave/20260515_111124/agent821_sales_fact_strict_blockers/app_current_final_copy.db	256225280	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/post_order_entry_next_phase_proof_wave/20260515_0920/agent813_copied_temp_downstream_replay/app_copy_baseline_preserved.db	256225280	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/post_order_entry_next_phase_proof_wave/20260515_0920/agent814_ads_current_source_packet/copied_db/app_copy_before_ads_replay.db	256225280	244.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/autonomous_phase0_3_source_truth_wave/20260513_192243/agent798_exception_owner_source_packet/copied_temp_agent798_current_state.db	255246336	243.4	CANDIDATE_COPIED_TEMP_DB	nearby_evidence
exports/validation/source_truth_unblock_reanchored_wave/20260513_140535/agent797_exception_source_facts/copied_temp_app.db	255180800	243.4	CANDIDATE_COPIED_TEMP_DB	same_dir_evidence
exports/validation/option_c_validate_only/cash_risk_daily_20260510_180607/03_db_copy/app_option_c_validate_only.db	254996480	243.2	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/sales_engine_self_sufficient/2026-04-15/self_sufficient_temp.db	139370496	132.9	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/sales_engine_self_sufficient/2026-03-19/self_sufficient_temp.db	138670080	132.2	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/sales_engine_self_sufficient/2026-03-08/self_sufficient_temp.db	135663616	129.4	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/sales_engine_self_sufficient/2026-03-07/self_sufficient_temp.db	135659520	129.4	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/sales_engine_self_sufficient/2026-03-04/self_sufficient_temp.db	119480320	113.9	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/sales_engine_self_sufficient/2026-02-26/self_sufficient_temp.db	116445184	111.1	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/sales_engine_self_sufficient/2026-03-02/self_sufficient_temp.db	116445184	111.1	CANDIDATE_COPIED_TEMP_DB	no_nearby_sha_or_matrix_seen
exports/validation/db_order_entry_owner_apply/20260515_091102_authorized_db_only_order_entry_apply/backup/app_pre_apply_exact_09198109d63611ee1de120d6168ffcadb4195f84dbabe39215ddb969e332440a.db	255315968	243.5	EXCLUDE_PRODUCTION_OR_APPLY_BACKUP	same_dir_evidence
exports/validation/db_order_entry_owner_apply/20260515_091102_authorized_db_only_order_entry_apply/backup/pre_apply_backup_decompressed_for_validation.db	255315968	243.5	EXCLUDE_PRODUCTION_OR_APPLY_BACKUP	same_dir_evidence
exports/validation/storeb_owner_mapping_production_apply/20260512_102321/adapter_apply/backups/app_2026-05-12_102457.db	255135744	243.3	EXCLUDE_PRODUCTION_OR_APPLY_BACKUP	no_nearby_sha_or_matrix_seen
